MH 42   8.94 %     fun and slope soaring, pre-F3B (cl(cd_min)=0.2)
      1.00000   .00000
       .99672   .00017
       .98700   .00078
       .97117   .00204
       .94958   .00406
       .92268   .00688
       .89093   .01047
       .85488   .01479
       .81506   .01970
       .77203   .02508
      .72638   .03077
      .67870   .03658
      .62959   .04234
      .57966   .04779
      .52944   .05266
      .47937   .05672
      .42989   .05982
      .38139   .06185
      .33428   .06273
      .28896   .06247
      .24580   .06105
      .20519   .05854
      .16747   .05498
      .13297   .05045
      .10199   .04506
      .07478   .03893
      .05156   .03220
      .03251   .02503
      .01773   .01764
      .00727   .01033
      .00122   .00357
      .00036  -.00179
      .00530  -.00638
      .01574  -.01104
      .03121  -.01540
      .05152  -.01925
      .07651  -.02243
      .10601  -.02479
      .13992  -.02634
      .17796  -.02719
      .21973  -.02746
      .26477  -.02721
      .31258  -.02651
      .36260  -.02541
      .41430  -.02396
      .46710  -.02222
      .52040  -.02027
      .57359  -.01816
      .62605  -.01595
      .67719  -.01369
      .72645  -.01143
      .77324  -.00928
      .81699  -.00730
      .85715  -.00554
      .89318  -.00404
      .92462  -.00281
      .95102  -.00184
      .97201  -.00110
      .98731  -.00051
      .99676  -.00013
     1.00000   .00000
