MH 30 Originally developed for electric powered pylon racing models. MH.
100.000   0.000
 99.675   0.027
 98.717   0.120
 97.166   0.296
 95.065   0.558
 92.461   0.901
 89.400   1.315
 85.934   1.782
 82.110   2.284
 77.979   2.799
 73.584   3.299
 68.965   3.767
 64.163   4.192
 59.222   4.569
 54.193   4.894
 49.137   5.164
 44.107   5.365
 39.151   5.491
 34.319   5.540
 29.663   5.504
 25.224   5.382
 21.046   5.177
 17.172   4.887
 13.635   4.511
 10.464   4.056
  7.683   3.527
  5.312   2.936
  3.364   2.297
  1.849   1.630
  0.772   0.966
  0.142   0.349
  0.000   0.000
  0.025  -0.137
  0.483  -0.550
  1.492  -0.972
  3.007  -1.362
  5.012  -1.703
  7.493  -1.981
 10.431  -2.192
 13.806  -2.332
 17.589  -2.409
 21.742  -2.426
 26.224  -2.391
 30.985  -2.309
 35.975  -2.189
 41.137  -2.036
 46.416  -1.857
 51.751  -1.659
 57.082  -1.450
 62.348  -1.235
 67.489  -1.024
 72.443  -0.822
 77.151  -0.635
 81.555  -0.469
 85.599  -0.329
 89.230  -0.217
 92.399  -0.134
 95.062  -0.076
 97.180  -0.039
 98.724  -0.015
 99.675  -0.003
100.000   0.000
