AIRFOIL MH 20  9.02%
      1.00000   .00000
       .99663  -.00001
       .98661   .00015
       .97014   .00083
       .94760   .00230
       .91950   .00475
       .88644   .00822
       .84904   .01269
       .80797   .01806
       .76391   .02416
      .71752   .03077
      .66946   .03762
      .62039   .04443
      .57099   .05086
      .52179   .05629
      .47283   .06029
      .42418   .06296
      .37627   .06450
      .32965   .06496
      .28481   .06431
      .24218   .06252
      .20213   .05960
      .16496   .05558
      .13096   .05054
      .10040   .04465
      .07352   .03806
      .05056   .03095
      .03165   .02352
      .01696   .01608
      .00662   .00896
      .00083   .00266
      .00068  -.00230
      .00656  -.00675
      .01767  -.01127
      .03374  -.01534
      .05474  -.01877
      .08056  -.02148
      .11105  -.02348
      .14597  -.02481
      .18501  -.02555
      .22776  -.02580
      .27376  -.02568
      .32243  -.02527
      .37319  -.02462
      .42543  -.02375
      .47854  -.02269
      .53192  -.02145
      .58494  -.02008
      .63701  -.01858
      .68753  -.01700
      .73591  -.01534
      .78159  -.01364
      .82405  -.01192
      .86279  -.01018
      .89736  -.00845
      .92734  -.00673
      .95237  -.00496
      .97234  -.00308
      .98725  -.00136
      .99672  -.00031
     1.00000   .00000
