 AIRFOIL MH 18  11.14%
1.00000   .00000
       .99642  -.00003
       .98568   .00016
       .96798   .00120
       .94389   .00367
       .91433   .00783
       .88018   .01355
       .84221   .02055
       .80111   .02852
       .75752   .03709
      .71204   .04591
      .66522   .05458
      .61758   .06278
      .56971   .07010
      .52198   .07594
      .47432   .07997
      .42680   .08236
      .37984   .08337
      .33399   .08307
      .28973   .08148
      .24750   .07859
      .20765   .07444
      .17052   .06910
      .13641   .06267
      .10557   .05533
      .07828   .04726
      .05477   .03866
      .03521   .02977
      .01977   .02088
      .00858   .01235
      .00184   .00466
      .00015  -.00122
      .00452  -.00608
      .01482  -.01107
      .03023  -.01565
      .05068  -.01955
      .07607  -.02271
      .10622  -.02512
      .14089  -.02682
      .17976  -.02790
      .22244  -.02845
      .26843  -.02858
      .31718  -.02838
      .36807  -.02791
      .42050  -.02717
      .47385  -.02619
      .52751  -.02499
      .58085  -.02361
      .63327  -.02206
      .68415  -.02038
      .73290  -.01858
      .77896  -.01670
      .82178  -.01475
      .86087  -.01275
      .89575  -.01070
      .92602  -.00862
      .95129  -.00644
      .97149  -.00405
      .98672  -.00181
      .99655  -.00041
     1.00000   .00000
